訂單號碼,客戶編號,員工編號,訂單日期,要貨日期,送貨日期,送貨方式,運費,收貨人,送貨地址,送貨城市,送貨行政區,送貨郵遞區號,送貨國家地區
10739,VINET,3,2003-11-12 00:00:00,2003-12-10 00:00:00,2003-11-17 00:00:00,3,11.08,余小姐,台北市北平東路24號3樓之一,台北市,北平,51100,
10740,WHITC,4,2003-11-13 00:00:00,2003-12-11 00:00:00,2003-11-25 00:00:00,2,81.88,黎先生,屏東縣永大路4號,屏東縣,永大,98124,
10741,AROUT,4,2003-11-14 00:00:00,2003-11-28 00:00:00,2003-11-18 00:00:00,3,10.96,王先生,台北縣中新路11號,台北縣,中新,12958,
10742,BOTTM,3,2003-11-14 00:00:00,2003-12-12 00:00:00,2003-11-18 00:00:00,3,243.73,王先生,新竹市竹北路8號,新竹市,竹北,12958,
10743,AROUT,1,2003-11-17 00:00:00,2003-12-15 00:00:00,2003-11-21 00:00:00,2,23.72,王先生,台北縣中新路11號,台北縣,中新,12958,
10744,VAFFE,6,2003-11-17 00:00:00,2003-12-15 00:00:00,2003-11-24 00:00:00,1,69.19,方先生,新竹市永平路一段1號,新竹市,永平,12958,
10745,QUICK,9,2003-11-18 00:00:00,2003-12-16 00:00:00,2003-11-27 00:00:00,1,3.52,劉先生,台中市仁愛路二段120號,台中市,仁愛,01307,
10746,CHOPS,1,2003-11-19 00:00:00,2003-12-17 00:00:00,2003-11-21 00:00:00,3,31.43,林小姐,屏東市中山路7號,屏東市,中山,30122,
10747,PICCO,6,2003-11-19 00:00:00,2003-12-17 00:00:00,2003-11-26 00:00:00,1,117.33,林麗莉,屏東縣永大路4號,屏東縣,永大,50202,
10748,SAVEA,3,2003-11-20 00:00:00,2003-12-18 00:00:00,2003-11-28 00:00:00,1,232.55,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10749,ISLAT,4,2003-11-20 00:00:00,2003-12-18 00:00:00,2003-12-19 00:00:00,2,61.53,方先生,新竹市永平路一段1號,新竹市,永平,10607,
10750,WARTH,9,2003-11-21 00:00:00,2003-12-19 00:00:00,2003-11-24 00:00:00,1,79.3,成先生,台中市中港路一段78號,台中市,中港,90110,
10751,RICSU,3,2003-11-24 00:00:00,2003-12-22 00:00:00,2003-12-03 00:00:00,3,130.79,方先生,新竹市永平路一段1號,新竹市,永平,12042,
10752,NORTS,2,2003-11-24 00:00:00,2003-12-22 00:00:00,2003-11-28 00:00:00,3,1.39,劉小龍,新竹市永平路一段1號,新竹市,永平,10607,
10753,FRANS,3,2003-11-25 00:00:00,2003-12-23 00:00:00,2003-11-27 00:00:00,1,7.7,成先生,台中市中港路一段78號,台中市,中港,10100,
10754,MAGAA,6,2003-11-25 00:00:00,2003-12-23 00:00:00,2003-11-27 00:00:00,3,2.38,王炫皓,高雄市中正路一段12號,高雄市,中正,24100,
10755,BONAP,4,2003-11-26 00:00:00,2003-12-24 00:00:00,2003-11-28 00:00:00,2,16.71,謝小姐,台北市北平東路24號3樓之一,台北市,北平,13008,
10756,SPLIR,8,2003-11-27 00:00:00,2003-12-25 00:00:00,2003-12-02 00:00:00,2,73.21,唐小姐,屏東市中山路7號,屏東市,中山,82520,
10757,SAVEA,6,2003-11-27 00:00:00,2003-12-25 00:00:00,2003-12-15 00:00:00,1,8.19,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10758,RICSU,3,2003-11-28 00:00:00,2003-12-26 00:00:00,2003-12-04 00:00:00,3,138.17,方先生,新竹市永平路一段1號,新竹市,永平,12042,
10759,ANATR,3,2003-11-28 00:00:00,2003-12-26 00:00:00,2003-12-12 00:00:00,3,11.99,黃小姐,台中市仁愛路二段120號,台中市,仁愛,05021,
10760,MAISD,4,2003-12-01 00:00:00,2003-12-29 00:00:00,2003-12-10 00:00:00,1,155.64,李柏麟,台北縣中新路11號,台北縣,中新,10607,
10761,RATTC,5,2003-12-02 00:00:00,2003-12-30 00:00:00,2003-12-08 00:00:00,2,18.66,王先生,台北縣中新路11號,台北縣,中新,87110,
10762,FOLKO,3,2003-12-02 00:00:00,2003-12-30 00:00:00,2003-12-09 00:00:00,1,328.74,陳先生,台北市北平東路64號,台北市,北平,10607,
10763,FOLIG,3,2003-12-03 00:00:00,2003-12-31 00:00:00,2003-12-08 00:00:00,3,37.35,方先生,新竹市永平路7號,新竹市,永平,59000,
10764,ERNSH,6,2003-12-03 00:00:00,2003-12-31 00:00:00,2003-12-08 00:00:00,3,145.45,王先生,台北縣北新路11號,台北縣,北新,80102,
10765,QUICK,3,2003-12-04 00:00:00,2004-01-01 00:00:00,2003-12-09 00:00:00,3,42.74,劉先生,台中市仁愛路二段120號,台中市,仁愛,01307,
10766,OTTIK,4,2003-12-05 00:00:00,2004-01-02 00:00:00,2003-12-09 00:00:00,1,157.55,徐文彬,新竹市竹北路8號,新竹市,竹北,50739,
10767,SUPRD,4,2003-12-05 00:00:00,2004-01-02 00:00:00,2003-12-15 00:00:00,3,1.59,劉先生,桃園縣富國路42號,桃園縣,富國,10607,
10768,AROUT,3,2003-12-08 00:00:00,2004-01-05 00:00:00,2003-12-15 00:00:00,2,146.32,王先生,台北縣中新路11號,台北縣,中新,10607,
10769,VAFFE,3,2003-12-08 00:00:00,2004-01-05 00:00:00,2003-12-12 00:00:00,1,65.06,方先生,新竹市永平路一段1號,新竹市,永平,82002,
10770,HANAR,8,2003-12-09 00:00:00,2004-01-06 00:00:00,2003-12-17 00:00:00,3,5.32,謝小姐,高雄市中正路一段12號,高雄市,中正,10608,
10771,ERNSH,9,2003-12-10 00:00:00,2004-01-07 00:00:00,2004-01-02 00:00:00,2,11.19,王先生,台北縣北新路11號,台北縣,北新,80102,
10772,LEHMS,3,2003-12-10 00:00:00,2004-01-07 00:00:00,2003-12-19 00:00:00,2,91.28,黎先生,屏東縣永大路4號,屏東縣,永大,60528,
10773,ERNSH,1,2003-12-11 00:00:00,2004-01-08 00:00:00,2003-12-16 00:00:00,3,96.43,王先生,台北縣北新路11號,台北縣,北新,80102,
10774,FOLKO,4,2003-12-11 00:00:00,2003-12-25 00:00:00,2003-12-12 00:00:00,1,48.2,陳先生,台北市北平東路64號,台北市,北平,10607,
10775,THECR,7,2003-12-12 00:00:00,2004-01-09 00:00:00,2003-12-26 00:00:00,1,20.25,劉先生,台中市仁愛路二段120號,台中市,仁愛,59801,
10776,ERNSH,1,2003-12-15 00:00:00,2004-01-12 00:00:00,2003-12-18 00:00:00,3,351.53,王先生,台北縣北新路11號,台北縣,北新,80102,
10777,GOURL,7,2003-12-15 00:00:00,2003-12-29 00:00:00,2004-01-21 00:00:00,2,3.01,劉先生,桃園縣富國路42號,桃園縣,富國,10608,
10778,BERGS,3,2003-12-16 00:00:00,2004-01-13 00:00:00,2003-12-24 00:00:00,1,6.79,李先生,花蓮市花蓮路98號,花蓮市,花蓮,10607,
10779,MORGK,3,2003-12-16 00:00:00,2004-01-13 00:00:00,2004-01-14 00:00:00,2,58.13,方建文,宜蘭市經國路55號,宜蘭市,經國,04179,
10780,LILAS,2,2003-12-16 00:00:00,2003-12-30 00:00:00,2003-12-25 00:00:00,1,42.13,陳玉美,桃園縣富國路77號,桃園縣,富國,35082,
10781,WARTH,2,2003-12-17 00:00:00,2004-01-14 00:00:00,2003-12-19 00:00:00,3,73.16,成先生,台中市中港路一段78號,台中市,中港,90110,
10782,CACTU,9,2003-12-17 00:00:00,2004-01-14 00:00:00,2003-12-22 00:00:00,3,1.1,李先生,南投縣南投路5號,南投縣,南投,10102,
10783,HANAR,4,2003-12-18 00:00:00,2004-01-15 00:00:00,2003-12-19 00:00:00,2,124.98,謝小姐,高雄市中正路一段12號,高雄市,中正,10608,
10784,MAGAA,4,2003-12-18 00:00:00,2004-01-15 00:00:00,2003-12-22 00:00:00,3,70.09,王炫皓,高雄市中正路一段12號,高雄市,中正,24100,
10785,GROSR,1,2003-12-18 00:00:00,2004-01-15 00:00:00,2003-12-24 00:00:00,3,1.51,劉先生,台中市仁愛路二段120號,台中市,仁愛,10812,
10786,QUEEN,8,2003-12-19 00:00:00,2004-01-16 00:00:00,2003-12-23 00:00:00,1,110.87,方先生,台北市忠孝東路四段32號,台北市,忠孝,10608,
10787,LAMAI,2,2003-12-19 00:00:00,2004-01-02 00:00:00,2003-12-26 00:00:00,1,249.93,蘇先生,新竹市竹北路8號,新竹市,竹北,31000,
10788,QUICK,1,2003-12-22 00:00:00,2004-01-19 00:00:00,2004-01-19 00:00:00,2,42.7,劉先生,台中市仁愛路二段120號,台中市,仁愛,01307,
10789,FOLIG,1,2003-12-22 00:00:00,2004-01-19 00:00:00,2003-12-31 00:00:00,2,100.6,方先生,新竹市永平路7號,新竹市,永平,59000,
10790,GOURL,6,2003-12-22 00:00:00,2004-01-19 00:00:00,2003-12-26 00:00:00,1,28.23,劉先生,桃園縣富國路42號,桃園縣,富國,10608,
10791,FRANK,6,2003-12-23 00:00:00,2004-01-20 00:00:00,2004-01-01 00:00:00,2,16.85,余小姐,台北市北平東路42號3樓之一,台北市,北平,80805,
10792,WOLZA,1,2003-12-23 00:00:00,2004-01-20 00:00:00,2003-12-31 00:00:00,3,23.79,吳小姐,桃園縣富國路42號,桃園縣,富國,10608,
10793,AROUT,3,2003-12-24 00:00:00,2004-01-21 00:00:00,2004-01-08 00:00:00,3,4.52,王先生,台北縣中新路11號,台北縣,中新,10607,
10794,QUEDE,6,2003-12-24 00:00:00,2004-01-21 00:00:00,2004-01-02 00:00:00,1,21.49,劉先生,桃園縣富國路42號,桃園縣,富國,10608,
10795,ERNSH,8,2003-12-24 00:00:00,2004-01-21 00:00:00,2004-01-20 00:00:00,2,126.66,王先生,台北縣北新路11號,台北縣,北新,80102,
10796,HILAA,3,2003-12-25 00:00:00,2004-01-22 00:00:00,2004-01-14 00:00:00,1,26.52,王先生,台北縣中新路11號,台北縣,中新,50222,
10797,DRACD,7,2003-12-25 00:00:00,2004-01-22 00:00:00,2004-01-05 00:00:00,2,33.35,方先生,台北市忠孝東路三段2號,台北市,忠孝,52066,
10798,ISLAT,2,2003-12-26 00:00:00,2004-01-23 00:00:00,2004-01-05 00:00:00,1,2.33,方先生,新竹市永平路一段1號,新竹市,永平,10607,
10799,KOENE,9,2003-12-26 00:00:00,2004-02-06 00:00:00,2004-01-05 00:00:00,3,30.76,陳先生,台北市北平東路24號,台北市,北平,14776,
10800,SEVES,1,2003-12-26 00:00:00,2004-01-23 00:00:00,2004-01-05 00:00:00,3,137.44,成先生,台中市中港路一段78號,台中市,中港,10607,
10801,BOLID,4,2003-12-29 00:00:00,2004-01-26 00:00:00,2003-12-31 00:00:00,2,97.09,劉先生,台北市北平東路24號,台北市,北平,28023,
10802,SIMOB,4,2003-12-29 00:00:00,2004-01-26 00:00:00,2004-01-02 00:00:00,2,257.26,何先生,南投縣南投路5號,南投縣,南投,17342,
10803,WELLI,4,2003-12-30 00:00:00,2004-01-27 00:00:00,2004-01-06 00:00:00,1,55.23,何先生,南投縣南投路5號,南投縣,南投,10608,
10804,SEVES,6,2003-12-30 00:00:00,2004-01-27 00:00:00,2004-01-07 00:00:00,2,27.33,成先生,台中市中港路一段78號,台中市,中港,10607,
10805,THEBI,2,2003-12-30 00:00:00,2004-01-27 00:00:00,2004-01-09 00:00:00,3,237.34,方先生,台北市忠孝東路四段32號,台北市,忠孝,97201,
10806,VICTE,3,2003-12-31 00:00:00,2004-01-28 00:00:00,2004-01-05 00:00:00,2,22.11,陳先生,台北市北平東路24號,台北市,北平,69004,
10807,FRANS,4,2003-12-31 00:00:00,2004-01-28 00:00:00,2004-01-30 00:00:00,1,1.36,成先生,台中市中港路一段78號,台中市,中港,10100,
10808,OLDWO,2,2004-01-01 00:00:00,2004-01-29 00:00:00,2004-01-09 00:00:00,3,45.53,王俊元,台北市北平東路24號3樓之一,台北市,北平,99508,
10809,WELLI,7,2004-01-01 00:00:00,2004-01-29 00:00:00,2004-01-07 00:00:00,1,4.87,何先生,南投縣南投路5號,南投縣,南投,10608,
10810,LAUGB,2,2004-01-01 00:00:00,2004-01-29 00:00:00,2004-01-07 00:00:00,3,4.33,成先生,台中市中港路一段78號,台中市,中港,10607,
10811,LINOD,8,2004-01-02 00:00:00,2004-01-30 00:00:00,2004-01-08 00:00:00,1,31.22,黃雅玲,台北市忠孝東路四段32號,台北市,忠孝,49802,
10812,REGGC,5,2004-01-02 00:00:00,2004-01-30 00:00:00,2004-01-12 00:00:00,1,59.78,徐先生,花蓮市花蓮路98號,花蓮市,花蓮,42100,
10813,RICAR,1,2004-01-05 00:00:00,2004-02-02 00:00:00,2004-01-09 00:00:00,1,47.38,周先生,宜蘭市經國路55號,宜蘭市,經國,10608,
10814,VICTE,3,2004-01-05 00:00:00,2004-02-02 00:00:00,2004-01-14 00:00:00,3,130.94,陳先生,台北市北平東路24號,台北市,北平,69004,
10815,SAVEA,2,2004-01-05 00:00:00,2004-02-02 00:00:00,2004-01-14 00:00:00,3,14.62,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10816,GREAL,4,2004-01-06 00:00:00,2004-02-03 00:00:00,2004-02-04 00:00:00,2,719.78,方先生,台北市忠孝東路四段32號,台北市,忠孝,97403,
10817,KOENE,3,2004-01-06 00:00:00,2004-01-20 00:00:00,2004-01-13 00:00:00,2,306.07,陳先生,台北市北平東路24號,台北市,北平,14776,
10818,MAGAA,7,2004-01-07 00:00:00,2004-02-04 00:00:00,2004-01-12 00:00:00,3,65.48,王炫皓,高雄市中正路一段12號,高雄市,中正,24100,
10819,CACTU,2,2004-01-07 00:00:00,2004-02-04 00:00:00,2004-01-16 00:00:00,3,19.76,李先生,南投縣南投路5號,南投縣,南投,10102,
10820,RATTC,3,2004-01-07 00:00:00,2004-02-04 00:00:00,2004-01-13 00:00:00,2,37.52,王先生,台北縣中新路11號,台北縣,中新,87110,
10821,SPLIR,1,2004-01-08 00:00:00,2004-02-05 00:00:00,2004-01-15 00:00:00,1,36.68,唐小姐,屏東市中山路7號,屏東市,中山,82520,
10822,TRAIH,6,2004-01-08 00:00:00,2004-02-05 00:00:00,2004-01-16 00:00:00,3,7,周先生,宜蘭市經國路55號,宜蘭市,經國,98034,
10823,LILAS,5,2004-01-09 00:00:00,2004-02-06 00:00:00,2004-01-13 00:00:00,2,163.97,陳玉美,桃園縣富國路77號,桃園縣,富國,35082,
10824,FOLKO,8,2004-01-09 00:00:00,2004-02-06 00:00:00,2004-01-30 00:00:00,1,1.23,陳先生,台北市北平東路64號,台北市,北平,10607,
10825,DRACD,1,2004-01-09 00:00:00,2004-02-06 00:00:00,2004-01-14 00:00:00,1,79.25,方先生,台北市忠孝東路三段2號,台北市,忠孝,52066,
10826,BLONP,6,2004-01-12 00:00:00,2004-02-09 00:00:00,2004-02-06 00:00:00,1,7.09,方先生,新竹市永平路一段1號,新竹市,永平,67000,
10827,BONAP,1,2004-01-12 00:00:00,2004-01-26 00:00:00,2004-02-06 00:00:00,2,63.54,謝小姐,台北市北平東路24號3樓之一,台北市,北平,13008,
10828,RANCH,9,2004-01-13 00:00:00,2004-01-27 00:00:00,2004-02-04 00:00:00,1,90.85,謝小姐,高雄市中正路一段12號,高雄市,中正,10102,
10829,ISLAT,9,2004-01-13 00:00:00,2004-02-10 00:00:00,2004-01-23 00:00:00,1,154.72,方先生,新竹市永平路一段1號,新竹市,永平,10607,
10830,TRADH,4,2004-01-13 00:00:00,2004-02-24 00:00:00,2004-01-21 00:00:00,2,81.83,徐先生,花蓮市花蓮路98號,花蓮市,花蓮,10608,
10831,SANTG,3,2004-01-14 00:00:00,2004-02-11 00:00:00,2004-01-23 00:00:00,2,72.19,余小姐,台北市北平東路24號3樓之一,台北市,北平,41102,
10832,LAMAI,2,2004-01-14 00:00:00,2004-02-11 00:00:00,2004-01-19 00:00:00,2,43.26,蘇先生,新竹市竹北路8號,新竹市,竹北,31000,
10833,OTTIK,6,2004-01-15 00:00:00,2004-02-12 00:00:00,2004-01-23 00:00:00,2,71.49,徐文彬,新竹市竹北路8號,新竹市,竹北,50739,
10834,TRADH,1,2004-01-15 00:00:00,2004-02-12 00:00:00,2004-01-19 00:00:00,3,29.78,徐先生,花蓮市花蓮路98號,花蓮市,花蓮,10608,
10835,BLONP,1,2004-01-15 00:00:00,2004-02-12 00:00:00,2004-01-21 00:00:00,3,69.53,方先生,新竹市永平路一段1號,新竹市,永平,67000,
10836,ERNSH,7,2004-01-16 00:00:00,2004-02-13 00:00:00,2004-01-21 00:00:00,1,411.88,王先生,台北縣北新路11號,台北縣,北新,80102,
10837,BERGS,9,2004-01-16 00:00:00,2004-02-13 00:00:00,2004-01-23 00:00:00,3,13.32,李先生,花蓮市花蓮路98號,花蓮市,花蓮,10607,
10838,LINOD,3,2004-01-19 00:00:00,2004-02-16 00:00:00,2004-01-23 00:00:00,3,59.28,黃雅玲,台北市忠孝東路四段32號,台北市,忠孝,49802,
10839,TRADH,3,2004-01-19 00:00:00,2004-02-16 00:00:00,2004-01-22 00:00:00,3,35.43,徐先生,花蓮市花蓮路98號,花蓮市,花蓮,10608,
10840,LINOD,4,2004-01-19 00:00:00,2004-03-02 00:00:00,2004-02-16 00:00:00,2,2.71,黃雅玲,台北市忠孝東路四段32號,台北市,忠孝,49802,
10841,SUPRD,5,2004-01-20 00:00:00,2004-02-17 00:00:00,2004-01-29 00:00:00,2,424.3,劉先生,桃園縣富國路42號,桃園縣,富國,10607,
10842,TORTU,1,2004-01-20 00:00:00,2004-02-17 00:00:00,2004-01-29 00:00:00,3,54.42,王先生,台北縣中新路11號,台北縣,中新,05033,
10843,VICTE,4,2004-01-21 00:00:00,2004-02-18 00:00:00,2004-01-26 00:00:00,2,9.26,陳先生,台北市北平東路24號,台北市,北平,69004,
10844,PICCO,8,2004-01-21 00:00:00,2004-02-18 00:00:00,2004-01-26 00:00:00,2,25.22,林麗莉,屏東縣永大路4號,屏東縣,永大,50202,
10845,QUICK,8,2004-01-21 00:00:00,2004-02-04 00:00:00,2004-01-30 00:00:00,1,212.98,劉先生,台中市仁愛路二段120號,台中市,仁愛,01307,
10846,SUPRD,2,2004-01-22 00:00:00,2004-03-05 00:00:00,2004-01-23 00:00:00,3,56.46,劉先生,桃園縣富國路42號,桃園縣,富國,10607,
10847,SAVEA,4,2004-01-22 00:00:00,2004-02-05 00:00:00,2004-02-10 00:00:00,3,487.57,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10848,CONSH,7,2004-01-23 00:00:00,2004-02-20 00:00:00,2004-01-29 00:00:00,2,38.24,劉先生,苗栗縣中正路二段二樓,苗栗縣,中正,10607,
10849,KOENE,9,2004-01-23 00:00:00,2004-02-20 00:00:00,2004-01-30 00:00:00,2,0.56,陳先生,台北市北平東路24號,台北市,北平,14776,
10850,VICTE,1,2004-01-23 00:00:00,2004-03-06 00:00:00,2004-01-30 00:00:00,1,49.19,陳先生,台北市北平東路24號,台北市,北平,69004,
10851,RICAR,5,2004-01-26 00:00:00,2004-02-23 00:00:00,2004-02-02 00:00:00,1,160.55,周先生,宜蘭市經國路55號,宜蘭市,經國,10608,
10852,RATTC,8,2004-01-26 00:00:00,2004-02-09 00:00:00,2004-01-30 00:00:00,1,174.05,王先生,台北縣中新路11號,台北縣,中新,87110,
10853,BLAUS,9,2004-01-27 00:00:00,2004-02-24 00:00:00,2004-02-03 00:00:00,2,53.83,劉先生,宜蘭市經國路55號,宜蘭市,經國,68306,
10854,ERNSH,3,2004-01-27 00:00:00,2004-02-24 00:00:00,2004-02-05 00:00:00,2,100.22,王先生,台北縣北新路11號,台北縣,北新,80102,
10855,OLDWO,3,2004-01-27 00:00:00,2004-02-24 00:00:00,2004-02-04 00:00:00,1,170.97,王俊元,台北市北平東路24號3樓之一,台北市,北平,99508,
10856,ANTON,3,2004-01-28 00:00:00,2004-02-25 00:00:00,2004-02-10 00:00:00,2,58.43,胡先生,高雄市中正路一段12號,高雄市,中正,05023,
10857,BERGS,8,2004-01-28 00:00:00,2004-02-25 00:00:00,2004-02-06 00:00:00,2,188.85,李先生,花蓮市花蓮路98號,花蓮市,花蓮,10607,
10858,LACOR,2,2004-01-29 00:00:00,2004-02-26 00:00:00,2004-02-03 00:00:00,1,52.51,余小姐,台北市北平東路24號3樓之一,台北市,北平,78000,
10859,FRANK,1,2004-01-29 00:00:00,2004-02-26 00:00:00,2004-02-02 00:00:00,2,76.1,余小姐,台北市北平東路42號3樓之一,台北市,北平,80805,
10860,FRANR,3,2004-01-29 00:00:00,2004-02-26 00:00:00,2004-02-04 00:00:00,3,19.26,蘇先生,新竹市竹北路8號,新竹市,竹北,44000,
10861,WHITC,4,2004-01-30 00:00:00,2004-02-27 00:00:00,2004-02-17 00:00:00,2,14.93,黎先生,屏東縣永大路4號,屏東縣,永大,98124,
10862,LEHMS,8,2004-01-30 00:00:00,2004-03-13 00:00:00,2004-02-02 00:00:00,2,53.23,黎先生,屏東縣永大路4號,屏東縣,永大,60528,
10863,HILAA,4,2004-02-02 00:00:00,2004-03-02 00:00:00,2004-02-17 00:00:00,2,30.26,王先生,台北縣中新路11號,台北縣,中新,50222,
10864,AROUT,4,2004-02-02 00:00:00,2004-03-02 00:00:00,2004-02-09 00:00:00,2,3.04,王先生,台北縣中新路11號,台北縣,中新,10607,
10865,QUICK,2,2004-02-02 00:00:00,2004-02-16 00:00:00,2004-02-12 00:00:00,1,348.14,劉先生,台中市仁愛路二段120號,台中市,仁愛,01307,
10866,BERGS,5,2004-02-03 00:00:00,2004-03-03 00:00:00,2004-02-12 00:00:00,1,109.11,李先生,花蓮市花蓮路98號,花蓮市,花蓮,10607,
10867,LONEP,6,2004-02-03 00:00:00,2004-03-17 00:00:00,2004-02-11 00:00:00,1,1.93,胡繼堯,台中市仁愛路二段120號,台中市,仁愛,97219,
10868,QUEEN,7,2004-02-04 00:00:00,2004-03-04 00:00:00,2004-02-23 00:00:00,2,191.27,方先生,台北市忠孝東路四段32號,台北市,忠孝,10608,
10869,SEVES,5,2004-02-04 00:00:00,2004-03-04 00:00:00,2004-02-09 00:00:00,1,143.28,成先生,台中市中港路一段78號,台中市,中港,10607,
10870,WOLZA,5,2004-02-04 00:00:00,2004-03-04 00:00:00,2004-02-13 00:00:00,3,12.04,吳小姐,桃園縣富國路42號,桃園縣,富國,10608,
10871,BONAP,9,2004-02-05 00:00:00,2004-03-05 00:00:00,2004-02-10 00:00:00,2,112.27,謝小姐,台北市北平東路24號3樓之一,台北市,北平,13008,
10872,GODOS,5,2004-02-05 00:00:00,2004-03-05 00:00:00,2004-02-09 00:00:00,2,175.32,鍾小姐,屏東市中山路7號,屏東市,中山,41101,
10873,WILMK,4,2004-02-06 00:00:00,2004-03-06 00:00:00,2004-02-09 00:00:00,1,0.82,唐小姐,屏東市中山路7號,屏東市,中山,21240,
10874,GODOS,5,2004-02-06 00:00:00,2004-03-06 00:00:00,2004-02-11 00:00:00,2,19.58,鍾小姐,屏東市中山路7號,屏東市,中山,41101,
10875,BERGS,4,2004-02-06 00:00:00,2004-03-06 00:00:00,2004-03-03 00:00:00,2,32.37,李先生,花蓮市花蓮路98號,花蓮市,花蓮,10607,
10876,BONAP,7,2004-02-09 00:00:00,2004-03-09 00:00:00,2004-02-12 00:00:00,3,60.42,謝小姐,台北市北平東路24號3樓之一,台北市,北平,13008,
10877,RICAR,1,2004-02-09 00:00:00,2004-03-09 00:00:00,2004-02-19 00:00:00,1,38.06,周先生,宜蘭市經國路55號,宜蘭市,經國,10608,
10878,QUICK,4,2004-02-10 00:00:00,2004-03-10 00:00:00,2004-02-12 00:00:00,1,46.69,劉先生,台中市仁愛路二段120號,台中市,仁愛,01307,
10879,WILMK,3,2004-02-10 00:00:00,2004-03-10 00:00:00,2004-02-12 00:00:00,3,8.5,唐小姐,屏東市中山路7號,屏東市,中山,21240,
10880,FOLKO,7,2004-02-10 00:00:00,2004-03-24 00:00:00,2004-02-18 00:00:00,1,88.01,陳先生,台北市北平東路64號,台北市,北平,10607,
10881,CACTU,4,2004-02-11 00:00:00,2004-03-11 00:00:00,2004-02-18 00:00:00,1,2.84,李先生,南投縣南投路5號,南投縣,南投,10102,
10882,SAVEA,4,2004-02-11 00:00:00,2004-03-11 00:00:00,2004-02-20 00:00:00,3,23.1,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10883,LONEP,8,2004-02-12 00:00:00,2004-03-12 00:00:00,2004-02-20 00:00:00,3,0.53,胡繼堯,台中市仁愛路二段120號,台中市,仁愛,97219,
10884,LETSS,4,2004-02-12 00:00:00,2004-03-12 00:00:00,2004-02-13 00:00:00,2,90.97,唐小姐,屏東市中山路7號,屏東市,中山,94117,
10885,SUPRD,6,2004-02-12 00:00:00,2004-03-12 00:00:00,2004-02-18 00:00:00,3,5.64,劉先生,桃園縣富國路42號,桃園縣,富國,10607,
10886,HANAR,1,2004-02-13 00:00:00,2004-03-13 00:00:00,2004-03-02 00:00:00,1,4.99,謝小姐,高雄市中正路一段12號,高雄市,中正,10608,
10887,GALED,8,2004-02-13 00:00:00,2004-03-13 00:00:00,2004-02-16 00:00:00,3,1.25,林小姐,屏東縣永大路4號,屏東縣,永大,80222,
10888,GODOS,1,2004-02-16 00:00:00,2004-03-16 00:00:00,2004-02-23 00:00:00,2,51.87,鍾小姐,屏東市中山路7號,屏東市,中山,41101,
10889,RATTC,9,2004-02-16 00:00:00,2004-03-16 00:00:00,2004-02-23 00:00:00,3,280.61,王先生,台北縣中新路11號,台北縣,中新,87110,
10890,DUMON,7,2004-02-16 00:00:00,2004-03-16 00:00:00,2004-02-18 00:00:00,1,32.76,劉先生,台中市仁愛路四段180號,台中市,仁愛,44000,
10891,LEHMS,7,2004-02-17 00:00:00,2004-03-17 00:00:00,2004-02-19 00:00:00,2,20.37,黎先生,屏東縣永大路4號,屏東縣,永大,60528,
10892,MAISD,4,2004-02-17 00:00:00,2004-03-17 00:00:00,2004-02-19 00:00:00,2,120.27,李柏麟,台北縣中新路11號,台北縣,中新,10607,
10893,KOENE,9,2004-02-18 00:00:00,2004-03-18 00:00:00,2004-02-20 00:00:00,2,77.78,陳先生,台北市北平東路24號,台北市,北平,14776,
10894,SAVEA,1,2004-02-18 00:00:00,2004-03-18 00:00:00,2004-02-20 00:00:00,1,116.13,蘇先生,新竹市竹北路8號,新竹市,竹北,83720,
10895,ERNSH,3,2004-02-18 00:00:00,2004-03-18 00:00:00,2004-02-23 00:00:00,1,162.75,王先生,台北縣北新路11號,台北縣,北新,80102,
10896,MAISD,7,2004-02-19 00:00:00,2004-03-19 00:00:00,2004-02-27 00:00:00,3,32.45,李柏麟,台北縣中新路11號,台北縣,中新,10607,
10897,HUNGO,3,2004-02-19 00:00:00,2004-03-19 00:00:00,2004-02-25 00:00:00,2,603.54,周先生,宜蘭市經國路55號,宜蘭市,經國,10609,
10898,OCEAN,4,2004-02-20 00:00:00,2004-03-20 00:00:00,2004-03-06 00:00:00,2,1.27,謝麗秋,台北市北平東路24號,台北市,北平,10102,
10899,LILAS,5,2004-02-20 00:00:00,2004-03-20 00:00:00,2004-02-26 00:00:00,3,1.21,陳玉美,桃園縣富國路77號,桃園縣,富國,35082,
10900,WELLI,1,2004-02-20 00:00:00,2004-03-20 00:00:00,2004-03-04 00:00:00,2,1.66,何先生,南投縣南投路5號,南投縣,南投,10608,
10901,HILAA,4,2004-02-23 00:00:00,2004-03-23 00:00:00,2004-02-26 00:00:00,1,62.09,王先生,台北縣中新路11號,台北縣,中新,50222,
10902,FOLKO,1,2004-02-23 00:00:00,2004-03-23 00:00:00,2004-03-03 00:00:00,1,44.15,陳先生,台北市北平東路64號,台北市,北平,10607,
10903,HANAR,3,2004-02-24 00:00:00,2004-03-24 00:00:00,2004-03-04 00:00:00,3,36.71,謝小姐,高雄市中正路一段12號,高雄市,中正,10608,
